;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;Keratocytes;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;tpm.Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4;tpm.Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3;tpm.Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor3.CNhs12623.11672-122G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5
chr10:100174900..100174956,-;8.802514884;6.459209665;9.596285742;1.673853847;0.281744724;0.351861588;0.141286529;0.066305559;0.610139651;2.099865613;5.926919828;2.602415076;3.094778916;2.031914338;4.529752952;2.49764911;3.602639802;4.945126544;8.747752884;3.00140725;10.77241576;21.65722313;4.789101119;0.110011415;0.787962024;1.979190266;2.845619063;2.030426457;4.043999226;2.39301795;3.953849261;3.52057525;0.439268058;3.29601996;12.06180274;5.676578581;5.578680788;6.261524954;3.832788082;10.24269836;7.327995624;11.46574308;6.468363831;7.56580687;1.814914931;9.935539885;17.59886328;7.683340964;2.616403535;7.033632508;15.82455025;14.44182529;6.037955677;10.03976513;9.631518161;0;3.197699402;4.289195257;1.103046749;5.833072045;6.249369822;6.559655582;0.263232112;4.896779272;1.549683665;2.815832935;28.55528962;4.280608006;5.545834086;6.423392664;8.425001146;8.110943924;10.6921063;3.941715554;9.020185769;15.01375788;10.87402209;9.347573912;8.53193324;16.70813013;0.054521798;8.738407485;6.919925543;1.221532487;4.870477962;2.429361639;1.005097592;2.058671029;11.22132978;9.129570103;6.766177739;5.672002055;23.28480868;13.12138986;6.104539352;3.227776206;6.280110254;5.641978344;10.38926465;4.815335548;6.68314068;0.636071217;2.795673263;16.03935173;2.778382575;6.080787205;2.783473272;13.4555805;6.517048074;6.942673719;5.694968754;12.51018484;5.130398715;27.22100893;5.476304149;7.325719612;7.983808443;3.560930275;11.26103232;6.780439755;9.953489669;6.485246197;11.71235993;9.401673714;10.8574228;10.5707073;9.646333592;11.76289155;16.75882192;2.058663597;10.19343829;11.43474437;7.564918617;6.120006906;5.441019587;4.281248815;9.439144337;7.355960472;14.0630363;8.329995542;2.762578654;7.373756006;5.450065455;5.445159596;4.361692621;3.267902659;3.654434138;14.75639757;2.532008277;15.37545689;8.064439716;7.88386878;1.574903755;2.758263673;1.506029594;2.588278071;4.122897719;8.376934456;9.125573331;2.998424299
chr10:100206642..100206717,-;29.18595442;34.05765096;47.98142871;134.2443846;55.05586379;41.37845815;48.15009227;53.63099642;48.8031987;138.2926399;29.89406346;36.13623708;38.91480204;38.40175922;40.34686856;38.56002769;38.89328106;39.82833452;34.53105165;29.26769551;28.20975622;57.03511292;33.87793845;134.7179721;43.2360393;28.9449746;40.76856248;41.91684179;50.48830837;35.51156653;25.25742361;42.05479281;17.34389268;45.41507748;45.51697919;33.5922235;27.55192417;48.02038115;33.61504932;34.45850831;43.68049455;70.60474107;46.89019817;31.19021317;23.93419065;32.74623678;39.7250516;41.30827648;37.4652217;53.47850683;54.21711566;45.07740157;55.22357785;40.07506082;34.98537577;42.91288081;20.78504611;25.73517154;38.03075473;16.2029779;52.01660556;27.92191616;77.22352426;26.22817291;27.5220946;37.84441394;20.2011004;90.72805801;29.65196222;28.73156822;44.66015176;42.09792346;73.70933162;56.23593118;29.91498336;49.42042867;53.41339549;24.30369217;50.15742571;54.15420065;65.56833892;39.09755999;34.34158507;27.47519072;41.42834586;18.09922351;10.12271944;63.03381397;37.1100794;32.40752096;23.68162209;23.74410832;47.61222073;65.27799325;23.71448883;55.33938664;48.91499662;44.90733228;62.33558791;31.64070322;27.9072343;48.9067294;32.65449141;44.03453983;31.08068357;40.3124034;49.69203611;59.96262079;36.26629276;47.32463248;38.77026039;34.64781957;37.87905391;52.83517855;33.94306128;29.75448341;23.32500024;31.15241975;34.40003844;37.5403047;33.59302763;27.18375031;39.0253631;58.36985224;41.16609183;34.02701607;38.98299744;46.43167205;46.38318863;19.35143782;51.2119445;29.5720367;34.81318602;42.47313663;33.51834057;41.0151748;38.0918295;40.15043372;46.31789717;46.12588076;32.21365551;31.73362355;43.16618127;34.87924324;36.63821801;31.78012756;47.52748819;46.07473188;30.63985323;39.55086443;41.07381461;19.56100734;40.44955376;45.97106122;39.15676944;36.235893;42.72821272;71.80229534;54.75343999;21.73857617
chr10:101190374..101190429,-;34.61200552;8.514412741;9.596285742;10.30488991;4.71777139;2.066947829;6.898327704;8.871346122;11.12251167;39.9102852;14.83628867;12.25519165;12.25081485;13.09456417;12.49562271;12.54334235;11.90051176;11.80896449;26.42453805;15.46346324;41.58954228;30.84111294;60.35502853;15.9062052;6.640616759;25.84950589;19.4899677;16.28960919;20.40090797;20.6393721;18.72466256;19.2328902;1.731868939;61.00518661;31.28482059;34.94571317;27.84755208;88.26364713;32.78004195;23.44292662;28.56690871;49.94297742;29.32727265;26.33036805;42.19677214;34.06703065;29.43518455;10.68255079;35.35480845;9.162742309;23.3152631;12.79120995;28.64542478;29.84725752;319.9724292;16.68753507;39.11032346;32.42631615;79.26579204;37.77608562;85.90197938;34.99282654;16.57899021;50.32028067;91.49060373;24.21181534;9.478794421;30.1797849;41.03099313;38.9229677;17.04602009;40.26924702;26.42025788;31.09656059;35.89404744;33.95600422;34.57839566;30.4463836;37.48879757;25.57605162;10.03033756;53.98695323;16.97321662;69.71884586;9.929710571;19.47793559;25.96990033;0.138138504;21.57208841;20.17516614;34.39473684;56.78745922;24.50117928;29.42094997;27.60695594;36.12892866;32.32787793;34.9347655;35.62033595;31.87982448;22.5991172;5.289858281;29.99148903;44.95102171;50.58926985;44.09592079;24.3045696;41.00086117;73.78172672;66.45824729;21.37120364;30.65834363;30.48051677;25.83883933;46.32468885;49.73552218;28.55576512;44.77795104;17.65212437;27.64646869;17.41860692;29.10501082;27.44144494;32.09190832;30.15826411;35.17005812;30.06158291;26.490204;28.24418115;50.84899086;40.78960008;23.46777388;24.07357924;25.60560234;32.50070666;37.2646334;44.31549031;15.97153132;10.37628219;62.43388406;57.09899476;32.20912415;32.15871417;31.20520491;25.2978172;31.16666023;36.02199203;34.39733095;14.90334599;14.25343711;40.64138126;25.59658957;6.413463567;44.13221877;44.57847598;70.25326193;35.60684393;34.70444275;45.62786666;30.98371775
chr10:101380158..101380235,-;14.3284277;22.31363339;9.596285742;13.24641311;11.15546075;12.92698199;8.879395639;10.89748839;21.73815753;7.695316245;6.546196554;11.5639236;10.69781712;9.285213968;11.66945044;9.578487401;9.22105944;18.97548255;10.79014628;9.226991269;7.085999919;21.20466665;10.42471239;7.979158661;25.84702836;6.007016753;6.036040896;4.126139784;7.352562833;8.758721925;6.791487627;9.29499966;22.5394995;19.91584453;8.135296144;7.387089662;6.416333673;7.873003747;8.641581473;8.863347712;10.40234786;5.681748944;11.68313066;8.745955867;9.188006836;7.06395469;6.743948516;11.85485203;7.691682508;14.58333342;11.43701761;11.42555159;6.87463536;11.73474231;19.03053361;18.45149273;6.149421927;4.632330878;9.107309298;9.351432961;9.753597574;6.522490403;9.201487861;8.632894663;12.49333275;13.15205389;13.2380223;9.723203904;4.588693836;6.91630176;7.964962304;9.548008527;15.7673972;6.84335674;8.746083379;9.628357939;10.59919926;9.080500372;2.714706031;6.971914841;8.334245441;6.705546084;6.069990382;11.19119158;19.36682075;3.222570929;6.497117494;39.62599082;6.50653783;7.045148007;3.946937014;8.011508384;4.691715181;9.317317618;7.015544287;16.24736425;5.708669164;7.611086045;11.87344532;9.015508062;9.264736248;17.22265922;7.330788311;9.017728849;7.058948458;9.69928829;8.361376579;13.81669547;8.9852962;7.153174527;12.98918682;8.409277661;6.262626621;7.520151818;8.644439808;6.79856903;8.624845188;9.761570019;6.419289794;10.81717664;13.6860483;4.97934658;8.510401033;8.587724035;37.44322436;6.75905018;7.196368622;8.725963939;19.12835062;6.381857152;7.239991071;21.35460432;8.108039879;9.306320668;5.476710435;10.75476217;6.777394676;17.14897345;18.00183471;8.369380147;9.779078423;13.61213561;5.589537861;7.968017916;8.723385241;11.69290918;11.91626892;6.127022839;13.6203209;10.94184968;9.974577094;9.44651796;14.15671289;7.355369796;11.44582491;11.09262031;10.86945762;29.91762306;9.125573331;9.49501028
chr10:101419187..101419313,+;10.5928332;7.633611423;0;7.408959385;18.02841955;5.099870716;3.447750776;2.347245358;3.54434623;5.637626207;11.53200546;11.10138904;3.358411592;4.030482381;2.790800103;3.959516233;2.794714891;3.916771791;20.28329806;11.00679137;16.28175021;18.70999998;6.744987632;19.88218604;42.56515097;9.64422972;8.958389035;10.64830735;8.401592193;10.63444522;10.11285918;9.028905556;10.39121363;15.35891018;13.4335884;11.68223559;22.10320505;4.067010308;6.698337397;9.925312596;3.70123085;5.521908883;5.898113263;12.05672247;10.0954643;13.10102873;8.281877208;4.523016211;20.32748912;26.0703887;15.91389375;6.499033164;6.55469037;14.40179073;17.61278315;39.60267215;19.67815017;19.73029818;10.52524801;4.722010703;3.687681877;19.18085602;20.7156551;20.80595176;12.57671075;18.1801907;4.461904262;6.273386451;17.1376911;14.78998669;16.35874927;27.50791474;7.950436782;21.01459026;6.931383983;10.49168274;9.103966544;5.074397267;44.98655708;46.54057534;50.67212072;12.6011075;19.68641893;13.73441568;5.397536273;7.319010334;5.98611494;19.20395701;5.563663491;56.47171434;9.585418463;14.32974857;6.776921929;9.702473691;15.42492519;5.194766654;8.476562579;18.05675758;10.38926465;13.20612243;8.535720931;85.75012366;20.85624359;23.35529156;15.53101977;13.76059685;10.52062645;13.26853202;18.82541001;4.818500601;11.08651234;6.952784602;17.77470723;21.24299113;7.111750665;5.064627829;6.705306221;12.45049175;14.04355848;22.85323535;9.953489669;16.22534182;32.93218838;6.068510416;20.09777;23.97100176;22.60678281;5.107257479;24.48408517;10.49918435;19.0229224;10.32818785;14.7477341;5.063653089;14.1472458;13.03686547;23.83935584;11.09374596;7.489880991;2.957016181;12.764007;16.30966942;11.21178379;14.57575849;15.70209343;9.010193578;9.270024065;9.628504421;8.620388243;5.296266056;9.651184127;5.566584655;7.725217253;12.87189714;14.15667818;14.05065239;5.247324369;15.55716399;9.125573331;4.497636448
chr19:58125580..58125639,+;12.41405467;36.70005492;105.5591432;14.89474435;11.40765926;10.94239824;8.452103768;9.33351089;33.23068621;10.40240391;52.71940001;24.838001;21.47347232;16.31358139;26.07897661;19.15883131;23.47555205;20.21710537;12.73239962;16.47096713;15.00486293;68.26111291;3.885173505;25.65253904;33.1412779;12.05305991;5.811565824;14.92148396;10.33501903;11.15173987;10.17995058;7.079700273;28.59254825;9.686426141;13.73537931;13.62788582;14.27366537;12.60659588;10.05355722;13.77803505;11.5984873;3.085213208;2.847704858;12.01127865;12.02381141;15.36886306;8.106914709;20.13356512;14.50600788;46.01905236;13.74033103;16.91986613;9.000651755;7.223670573;6.71718393;23.0634575;4.058618472;12.35288234;11.6539297;15.83262412;11.11544589;13.81117942;12.47667333;16.17571387;12.76810222;30.28536815;11.12449312;8.287740696;11.58570883;12.37012368;13.51408989;10.75998906;9.002372652;11.98179382;8.458894917;11.96639128;9.870026946;9.881720993;12.41008471;13.96489221;20.74764524;18.8442566;14.10642566;16.98672383;14.81870578;37.33852719;28.88082032;31.64819515;17.28193689;12.13242196;18.04314064;12.68763887;13.29319301;6.987984659;12.96501498;8.931060291;13.89841641;14.92419861;13.35762598;9.541105777;9.135741647;47.7706084;12.73125711;10.95882814;7.03639517;7.005284586;7.40657432;4.219877994;3.715397399;12.14874412;19.04978114;7.253866904;13.9481213;15.04030364;10.22608487;12.43984831;10.92147392;17.44151428;15.69260042;9.617322432;18.66279313;12.69992842;10.83488839;9.966217613;9.33913882;10.60647379;9.354412104;9.341846681;13.95028041;8.440520749;13.25859278;7.432321368;10.01239603;7.259233063;7.916827847;9.294111066;8.082131183;12.22758594;14.33022122;11.24534905;9.841781987;9.436944625;13.66415599;15.44009661;16.57443196;9.485871157;3.572522826;10.29322818;19.68106873;18.02257459;7.800932596;16.16066847;12.66340056;11.95247592;8.734971645;12.20188234;9.370222088;5.983524611;27.37671999;10.49448505
chr19:58144529..58144579,+;2.268597823;5.578408347;9.596285742;9.684156919;8.187404745;15.7406795;15.42719088;14.70882625;20.86176975;4.701514341;12.49390634;5.07313811;15.43388215;16.14842395;15.6836017;14.55778526;14.93227296;17.84501321;2.420075487;11.43731988;3.099016241;8.731333325;0.735079731;6.534437182;7.476404437;2.033382909;1.967589557;5.944629749;1.431999967;1.766707542;2.848378886;2.837749875;28.64998623;2.278467172;2.717572037;4.026926982;2.029546463;2.72000804;2.36425813;3.360477196;1.565641175;1.095451713;0.933438709;2.676416876;2.268643663;3.777182235;2.402179205;16.40460662;5.135583678;10.13961825;4.017912767;2.836862747;9.079619142;2.561653297;3.403300533;11.21649472;7.62528319;1.887245913;2.090799318;4.722010703;2.255009265;2.771417129;4.692627824;4.736626119;3.828347613;15.40568065;1.403756138;4.49712048;2.351368566;1.981594618;4.323493422;2.081061482;1.772420317;3.433517418;1.590607561;2.615781797;4.170316826;1.602441242;3.231792894;2.608453048;3.883911198;2.561616032;2.62636129;5.29863002;17.30955069;11.87390522;10.65126229;28.25800431;4.618549581;3.228573988;3.383088869;3.360675579;2.606508434;2.794726121;3.897201675;4.28942603;2.098795466;1.967577525;2.968361329;2.790670395;2.397918591;7.681590955;4.798535903;1.575559054;1.952998686;1.52262595;2.612071803;1.463792997;1.351969052;2.93665188;7.704044781;1.572045576;3.320941841;2.699633923;2.824058621;3.059850248;3.392140127;3.571248101;2.847376614;2.118961821;4.976744835;2.834015506;2.48536723;1.539714755;1.48494849;2.630406934;1.960538601;2.296951029;2.438329697;1.441064518;3.028969303;3.585716337;2.898014146;2.6356671;2.714229708;1.628764865;1.818410873;3.151723449;2.965709843;0.846052801;4.70624781;3.040433651;2.786663394;3.025638981;2.617015572;3.103942612;2.483014347;3.658275832;8.736369839;2.601124064;1.204828984;4.386441143;15.49577259;6.435948571;4.518088782;7.025326193;2.623662185;2.393409845;9.125573331;0.999474766
chr19:58281014..58281074,+;5.70030214;16.4416246;38.38514297;7.65598298;11.25947689;10.83897725;8.518062444;11.17807799;24.24454343;8.150732783;32.05653959;10.50992657;18.48177309;14.28650008;20.594443;16.66955126;19.89177361;18.09351662;4.932082855;6.601426535;7.260157691;36.62522312;2.985571993;10.8626162;26.87643381;5.568563264;4.664278977;6.026573302;5.250661091;3.312175651;7.137252432;8.707537017;41.63343302;2.278467172;5.355387687;4.800735782;3.999468931;5.907967013;5.078046098;5.834369303;2.378815936;3.334351299;4.195304414;4.817543234;3.743262044;4.054311687;4.591969128;13.5932501;2.801343353;16.82753759;3.925241618;3.50808705;2.790278678;3.396878812;10.78281716;15.19799144;1.844826578;5.147034309;3.976097099;4.166480032;4.588023564;3.487338991;6.96512132;4.308834019;3.935246875;9.127413161;6.183185596;4.287697976;3.421263121;3.770726301;5.63258448;4.661333689;3.868389501;7.99272207;3.871141398;3.805869754;1.543551714;3.204882484;4.395238336;7.068847025;7.213068307;7.135290876;5.710322257;4.208848731;18.15848697;9.952732829;8.872875881;34.11241529;8.417693522;5.822809574;3.946937014;2.898511425;4.778598796;4.26989539;4.425832047;4.28918027;4.899241167;3.581922198;1.484180664;4.807612953;4.605376858;17.27139556;5.188321455;5.455198284;1.832029476;1.276338816;4.267476044;4.382542938;2.778563023;4.629809221;14.4400959;1.565513103;6.757342645;8.388276743;6.480408598;5.721263798;3.723859063;6.691547155;6.773909856;3.153803277;6.220931043;5.01468736;3.891116507;4.361082471;7.005648335;3.593592838;4.106546003;2.724687312;4.037928109;2.882129036;4.907099595;3.114714966;4.441636105;3.984309783;4.28306536;2.062989705;2.79452464;5.952623445;5.013671729;4.72814542;2.88922972;5.735969525;3.743688508;5.229773932;7.851046717;6.495356687;3.741061153;1.971430121;4.257546787;7.961303949;4.253862352;7.415606128;9.78136806;1.838842449;6.626530213;7.395080203;2.623662185;5.983524611;9.125573331;5.247242523
chr19:583016..583072,+;2.409816397;0;9.596285742;0.611895659;0.683143391;0.457157756;0.562117918;0.254387221;0.396382306;3.457600447;0;0.197768408;0.434714137;0.388102612;0.487339051;0.275108914;0.637360498;0.17604744;2.430290531;2.842240342;2.199202972;0;2.203076142;0.932353599;0.393981012;0.496212307;1.894382654;1.8329076;1.528137163;3.570822978;0.70879637;0.75532445;0;4.120840292;3.391306507;1.864192291;1.100203207;1.433315959;1.04013151;1.199580281;1.350749011;2.293148616;2.078334718;0.84165301;1.020889648;1.643485045;2.136334295;0.743117861;0.924263491;0;2.23680761;4.023110157;4.128877505;1.875622379;0.327609072;0.337460837;2.582757209;2.401949344;1.669857715;1.481415123;1.407853026;3.328394594;1.37860978;1.681156534;0.911775939;0.581548932;1.031676079;1.548091766;1.832455927;1.597652927;1.685273933;1.458008136;2.144426779;0.785975301;1.21482585;2.852696446;9.273782766;0.801220621;1.163445442;1.392241261;0.774925533;2.896300855;3.078718102;1.444045202;0.524304402;0.127047312;1.980350482;1.81528114;2.434758556;5.077024385;0.563848145;1.130605784;1.129486988;4.042668715;1.03611928;1.210298451;2.800445702;2.833083858;1.484180664;1.753940963;2.134569192;11.26452413;3.189556969;2.815911787;1.177399111;3.034950083;3.144822534;5.051462637;2.042779611;4.384295373;1.650421789;3.19090065;3.660313643;6.492062469;1.562427763;1.202459397;1.204454957;1.997534137;3.673277047;1.288150289;2.488372417;2.398447491;1.820541809;1.665499647;0.841502341;1.714921675;1.303013707;2.018958385;2.626748663;1.852797238;3.179973782;1.584475036;1.874121254;2.276219094;1.764714055;1.167379153;2.572538555;3.156860741;3.679639676;3.040081226;1.996054266;2.123631377;5.018507823;5.333111638;7.851046717;5.327102759;4.848418882;0.627835932;0.664300146;2.33770182;2.466518881;1.102847591;0.179548507;0.919421224;1.506029594;1.848770051;5.622133253;7.180229534;9.125573331;1.499212149
chr19:583076..583132,+;6.466464935;0.293600439;0;0.730746216;0.659149122;0.399660945;0.562732674;0.331527795;0.2028855;5.346720964;0.280254281;0.395076127;0.362576773;0.48673792;0.274743493;0.296090598;0.372935965;0.233277275;2.748404909;2.741117652;1.593194537;0;1.593754276;0.78473777;0.203316042;0.617892106;1.763646007;0.574717971;0.890953432;3.754654518;0.829178435;0.560690878;0;1.162917472;1.882957902;1.775764697;3.357655426;2.018427607;1.253123782;1.544483836;1.799149859;1.334991093;3.214476974;1.026776674;1.474618381;1.469586785;2.504637819;0.794057714;1.639149865;0;1.715309169;3.223130078;2.076754281;2.356556181;0.422516783;0.499387923;1.352872824;3.946059637;1.794593769;1.203649787;1.114000949;2.830892793;0.373762149;0.731502536;1.703077108;0.632106792;1.006998632;3.662856344;2.170205729;1.534803788;1.873707499;1.501502405;6.648108803;1.583789651;2.344446704;2.911247422;8.519014773;1.869514782;1.809804021;0.924180232;1.180597484;2.441803604;1.702086888;1.753838088;0.272094753;0.381141936;1.868659673;2.035792897;2.372576566;5.401766419;1.691544435;1.344862616;1.824555904;4.326878076;1.056088823;2.976432648;3.355610648;3.750111757;2.968361329;0.75078128;1.73584019;0;3.156022158;2.357083782;1.567922001;2.271791843;4.13903949;1.884150299;2.415097544;4.850139511;1.043195329;2.17840655;1.437425902;2.699633923;1.498429106;1.576133673;1.245497615;2.401071928;3.587769911;1.350971136;6.220931043;2.460983747;1.145866549;2.69341882;0.685920544;1.606927786;1.977432094;4.123464027;2.323137941;2.470396317;3.014206374;1.104200982;3.564454059;1.337250534;1.371355153;2.38944306;2.572538555;3.511162117;2.647231931;3.030235075;1.313428112;3.457156173;4.194527872;3.399379779;1.744677048;3.800437621;5.016957209;0.627835932;1.115585036;2.669099196;2.999669288;1.023314877;0.051605374;2.758263673;1.506029594;1.848770051;3.373279952;9.573639378;9.125573331;3.997899065
